24,46,30,0
25,46,30,0
26,46,30,0
24,47,30,0
25,47,30,0
26,47,30,0
65,47,30,0
66,47,30,0
67,47,30,0
24,48,30,0
25,48,30,0
26,48,30,0
65,48,30,0
66,48,30,0
67,48,30,0
24,49,30,0
25,49,30,0
26,49,30,0
65,49,30,0
66,49,30,0
67,49,30,0
25,50,30,0
26,50,30,0
66,50,30,0
53,78,30,0
54,78,30,0
37,79,30,0
38,79,30,0
53,79,30,0
54,79,30,0
37,80,30,0
38,80,30,0
53,80,30,0
54,80,30,0
37,81,30,0
38,81,30,0
53,81,30,0
54,81,30,0
37,82,30,0
38,82,30,0
37,83,30,0
38,83,30,0
37,84,30,0
26,43,31,0
25,44,31,0
26,44,31,0
66,44,31,0
24,45,31,0
25,45,31,0
26,45,31,0
27,45,31,0
65,45,31,0
66,45,31,0
67,45,31,0
24,46,31,0
25,46,31,0
26,46,31,0
27,46,31,0
64,46,31,0
65,46,31,0
66,46,31,0
67,46,31,0
24,47,31,0
25,47,31,0
26,47,31,0
27,47,31,0
28,47,31,0
64,47,31,0
65,47,31,0
66,47,31,0
67,47,31,0
24,48,31,0
25,48,31,0
26,48,31,0
27,48,31,0
28,48,31,0
64,48,31,0
65,48,31,0
66,48,31,0
67,48,31,0
24,49,31,0
25,49,31,0
26,49,31,0
27,49,31,0
65,49,31,0
66,49,31,0
67,49,31,0
25,50,31,0
26,50,31,0
66,50,31,0
25,51,31,0
66,51,31,0
52,76,31,0
53,76,31,0
54,76,31,0
37,77,31,0
38,77,31,0
52,77,31,0
53,77,31,0
54,77,31,0
36,78,31,0
37,78,31,0
38,78,31,0
39,78,31,0
52,78,31,0
53,78,31,0
54,78,31,0
55,78,31,0
36,79,31,0
37,79,31,0
38,79,31,0
39,79,31,0
52,79,31,0
53,79,31,0
54,79,31,0
55,79,31,0
36,80,31,0
37,80,31,0
38,80,31,0
39,80,31,0
53,80,31,0
54,80,31,0
55,80,31,0
36,81,31,0
37,81,31,0
38,81,31,0
39,81,31,0
53,81,31,0
54,81,31,0
55,81,31,0
36,82,31,0
37,82,31,0
38,82,31,0
39,82,31,0
53,82,31,0
54,82,31,0
55,82,31,0
36,83,31,0
37,83,31,0
38,83,31,0
54,83,31,0
55,83,31,0
36,84,31,0
37,84,31,0
37,85,31,0
26,41,32,0
27,41,32,0
25,42,32,0
26,42,32,0
27,42,32,0
28,42,32,0
65,42,32,0
66,42,32,0
25,43,32,0
26,43,32,0
27,43,32,0
28,43,32,0
65,43,32,0
66,43,32,0
67,43,32,0
24,44,32,0
25,44,32,0
26,44,32,0
27,44,32,0
28,44,32,0
29,44,32,0
65,44,32,0
66,44,32,0
67,44,32,0
24,45,32,0
25,45,32,0
26,45,32,0
27,45,32,0
28,45,32,0
29,45,32,0
30,45,32,0
31,45,32,0
63,45,32,0
64,45,32,0
65,45,32,0
66,45,32,0
67,45,32,0
24,46,32,0
25,46,32,0
26,46,32,0
27,46,32,0
28,46,32,0
29,46,32,0
30,46,32,0
31,46,32,0
59,46,32,0
60,46,32,0
63,46,32,0
64,46,32,0
65,46,32,0
66,46,32,0
67,46,32,0
24,47,32,0
25,47,32,0
26,47,32,0
27,47,32,0
28,47,32,0
63,47,32,0
64,47,32,0
65,47,32,0
66,47,32,0
67,47,32,0
25,48,32,0
26,48,32,0
27,48,32,0
28,48,32,0
64,48,32,0
65,48,32,0
66,48,32,0
67,48,32,0
25,49,32,0
26,49,32,0
27,49,32,0
65,49,32,0
66,49,32,0
25,50,32,0
26,50,32,0
65,50,32,0
66,50,32,0
25,51,32,0
66,51,32,0
39,74,32,0
51,74,32,0
52,74,32,0
53,74,32,0
38,75,32,0
39,75,32,0
40,75,32,0
51,75,32,0
52,75,32,0
53,75,32,0
54,75,32,0
37,76,32,0
38,76,32,0
39,76,32,0
40,76,32,0
41,76,32,0
51,76,32,0
52,76,32,0
53,76,32,0
54,76,32,0
36,77,32,0
37,77,32,0
38,77,32,0
39,77,32,0
40,77,32,0
41,77,32,0
51,77,32,0
52,77,32,0
53,77,32,0
54,77,32,0
55,77,32,0
36,78,32,0
37,78,32,0
38,78,32,0
39,78,32,0
40,78,32,0
52,78,32,0
53,78,32,0
54,78,32,0
55,78,32,0
35,79,32,0
36,79,32,0
37,79,32,0
38,79,32,0
39,79,32,0
40,79,32,0
52,79,32,0
53,79,32,0
54,79,32,0
55,79,32,0
56,79,32,0
35,80,32,0
36,80,32,0
37,80,32,0
38,80,32,0
39,80,32,0
40,80,32,0
52,80,32,0
53,80,32,0
54,80,32,0
55,80,32,0
56,80,32,0
35,81,32,0
36,81,32,0
37,81,32,0
38,81,32,0
39,81,32,0
53,81,32,0
54,81,32,0
55,81,32,0
56,81,32,0
35,82,32,0
36,82,32,0
37,82,32,0
38,82,32,0
39,82,32,0
53,82,32,0
54,82,32,0
55,82,32,0
56,82,32,0
35,83,32,0
36,83,32,0
37,83,32,0
38,83,32,0
54,83,32,0
55,83,32,0
56,83,32,0
35,84,32,0
36,84,32,0
37,84,32,0
38,84,32,0
54,84,32,0
55,84,32,0
36,85,32,0
37,85,32,0
27,39,33,0
28,39,33,0
26,40,33,0
27,40,33,0
28,40,33,0
29,40,33,0
65,40,33,0
25,41,33,0
